"","A","B","C","D","E","F","G","H","L","M","N"
"Pocillopora_acuta_HIv2___RNAseq.g24110.t1",220,238,223,334,251,218,160,181,271,199,294
"Pocillopora_acuta_HIv2___RNAseq.g10841.t1",264,250,384,286,317,205,245,217,232,217,83
"Pocillopora_acuta_HIv2___TS.g27802.t1b",2990,3535,4327,4331,3144,2927,2691,3780,3160,2594,1210
"Pocillopora_acuta_HIv2___TS.g9201.t1",19,6,8,1,15,22,19,13,27,24,4
"Pocillopora_acuta_HIv2___RNAseq.g27080.t1a",72,62,8,19,70,40,62,24,88,52,26
"Pocillopora_acuta_HIv2___RNAseq.g10386.t1",500,643,732,775,802,545,680,772,615,617,233
"Pocillopora_acuta_HIv2___RNAseq.g27080.t1b",457,954,240,383,823,742,712,563,550,617,168
"Pocillopora_acuta_HIv2___RNAseq.g16702.t1",129,1039,131,82,161,722,362,356,100,274,46
"Pocillopora_acuta_HIv2___RNAseq.g27523.t1",3371,3153,3241,3426,3915,4545,3548,3464,5052,3751,1174
"Pocillopora_acuta_HIv2___RNAseq.g21702.t1",29,31,62,63,43,23,57,43,41,54,0
"Pocillopora_acuta_HIv2___RNAseq.g25560.t1",802,504,264,167,151,841,337,441,1419,295,1515
"Pocillopora_acuta_HIv2___RNAseq.g3634.t1",388,468,387,392,406,452,418,464,479,394,99
"Pocillopora_acuta_HIv2___RNAseq.g22848.t1",965,629,629,639,911,839,669,992,1030,906,516
"Pocillopora_acuta_HIv2___RNAseq.g15540.t1",794,1409,818,974,1291,1246,1091,1099,1122,1059,163
"Pocillopora_acuta_HIv2___RNAseq.g27045.t1b",956,1104,501,1020,926,1315,976,1409,993,945,753
"Pocillopora_acuta_HIv2___TS.g1945.t1b",555,460,321,327,341,528,460,537,584,541,63
"Pocillopora_acuta_HIv2___RNAseq.g31040.t1",2903,3617,4535,4190,3597,3190,3904,3221,3179,3298,1271
"Pocillopora_acuta_HIv2___RNAseq.g20509.t1",30,33,39,55,48,44,46,47,43,46,26
"Pocillopora_acuta_HIv2___RNAseq.g23518.t1",9,8,12,8,7,11,14,4,23,14,6
"Pocillopora_acuta_HIv2___RNAseq.g27980.t1",574,794,549,545,868,538,1207,842,622,683,142
"Pocillopora_acuta_HIv2___RNAseq.g24944.t1",387,636,455,527,669,594,496,506,422,451,143
"Pocillopora_acuta_HIv2___TS.g3110.t1",23,13,20,17,20,21,33,22,22,37,22
"Pocillopora_acuta_HIv2___RNAseq.g27982.t1",249,213,97,61,186,212,239,113,358,195,93
"Pocillopora_acuta_HIv2___RNAseq.g28961.t1",303,380,61,122,344,185,392,382,318,386,121
"Pocillopora_acuta_HIv2___TS.g10396.t1",21,12,23,14,8,25,32,13,48,13,10
"Pocillopora_acuta_HIv2___RNAseq.7857_t",162,174,239,148,187,139,180,120,202,109,15
"Pocillopora_acuta_HIv2___TS.g19724.t1",446,493,355,348,424,366,377,443,361,408,206
"Pocillopora_acuta_HIv2___RNAseq.g6518.t1",42,92,88,87,103,125,43,94,62,73,97
"Pocillopora_acuta_HIv2___TS.g10751.t1",25,18,28,16,39,11,36,28,14,15,16
"Pocillopora_acuta_HIv2___RNAseq.g15542.t1",299,407,228,237,473,245,404,364,311,384,52
"Pocillopora_acuta_HIv2___RNAseq.g18595.t1",12,18,40,48,11,11,16,7,0,15,0
"Pocillopora_acuta_HIv2___RNAseq.g28899.t1",232,311,1430,824,396,406,662,324,346,502,180
"Pocillopora_acuta_HIv2___RNAseq.g21328.t2",2687,3186,2395,2171,3166,2786,3748,2991,3718,3414,447
"Pocillopora_acuta_HIv2___TS.g21497.t1",664,1192,580,547,399,1476,592,992,852,857,479
"Pocillopora_acuta_HIv2___RNAseq.20978_t",33,67,91,63,49,52,54,32,64,52,38
"Pocillopora_acuta_HIv2___RNAseq.g27792.t1",125,95,47,96,76,95,169,88,81,150,26
"Pocillopora_acuta_HIv2___RNAseq.g7320.t1",38,23,47,74,26,13,35,19,17,47,11
"Pocillopora_acuta_HIv2___RNAseq.g5758.t1",23,17,1,8,21,21,36,5,22,17,9
"Pocillopora_acuta_HIv2___RNAseq.g8279.t1",2357,1836,2599,2412,2082,1701,1510,2000,2075,1551,1459
"Pocillopora_acuta_HIv2___RNAseq.g17500.t1",614,405,664,795,650,564,612,640,678,545,123
"Pocillopora_acuta_HIv2___RNAseq.g20127.t1",246,206,288,220,182,192,181,187,172,171,120
"Pocillopora_acuta_HIv2___RNAseq.g13814.t1",92,112,89,102,140,103,80,85,138,88,75
"Pocillopora_acuta_HIv2___TS.g20189.t3",1565,1855,1295,1323,1636,2045,1669,1757,2185,1643,656
"Pocillopora_acuta_HIv2___RNAseq.g8497.t1",1015,888,688,671,942,567,948,564,867,855,230
"Pocillopora_acuta_HIv2___RNAseq.g21209.t1",171,256,192,208,230,278,262,215,222,194,92
"Pocillopora_acuta_HIv2___RNAseq.g5308.t1",81,91,0,3,17,113,67,39,108,26,24
"Pocillopora_acuta_HIv2___RNAseq.g9466.t1",562,485,5515,4695,587,1434,1639,409,900,1072,158
"Pocillopora_acuta_HIv2___TS.g28041.t2",235,318,405,175,305,227,269,229,383,235,106
"Pocillopora_acuta_HIv2___RNAseq.g30298.t1",31,31,54,35,39,28,10,28,37,27,32
"Pocillopora_acuta_HIv2___RNAseq.g23709.t1",8,30,58,44,25,27,53,22,15,47,3
"Pocillopora_acuta_HIv2___RNAseq.g11896.t1",1498,1252,848,1021,1713,1305,1759,1338,1297,1487,677
"Pocillopora_acuta_HIv2___RNAseq.g638.t1",62,25,19,19,15,12,32,15,93,36,15
"Pocillopora_acuta_HIv2___TS.g13057.t2",3947,4878,3405,3583,4152,3685,3874,4497,3879,3952,2077
"Pocillopora_acuta_HIv2___RNAseq.g11877.t2a",389,1103,29,124,574,620,556,1043,469,503,85
"Pocillopora_acuta_HIv2___RNAseq.g8108.t1",236,176,279,232,197,153,201,152,271,126,102
"Pocillopora_acuta_HIv2___RNAseq.g20125.t1",6,6,61,47,7,36,16,5,12,18,9
"Pocillopora_acuta_HIv2___RNAseq.g21504.t1",55,65,45,42,39,59,38,56,50,31,16
"Pocillopora_acuta_HIv2___TS.g8003.t2",180,423,94,126,130,337,212,188,253,258,188
"Pocillopora_acuta_HIv2___RNAseq.g17608.t1",73,132,221,111,158,157,117,97,112,159,27
"Pocillopora_acuta_HIv2___RNAseq.g18768.t1",606,702,1490,1607,818,1074,834,763,415,1025,198
"Pocillopora_acuta_HIv2___RNAseq.g22514.t1",511,722,940,817,696,654,777,574,472,699,157
"Pocillopora_acuta_HIv2___RNAseq.g24158.t1",196,358,273,278,265,278,354,283,160,248,41
"Pocillopora_acuta_HIv2___RNAseq.g11894.t1",223,421,268,257,349,203,240,376,415,227,54
"Pocillopora_acuta_HIv2___RNAseq.g11281.t1",1223,1461,1452,1364,1503,1550,1423,1451,1500,1413,516
"Pocillopora_acuta_HIv2___TS.g28794.t2",1566,1684,1856,1839,1870,1664,1818,1727,2023,1482,1164
"Pocillopora_acuta_HIv2___RNAseq.g5766.t1",11,8,17,20,17,14,24,10,7,19,7
"Pocillopora_acuta_HIv2___RNAseq.26081_t",7179,11843,6507,6072,9282,8406,8808,9923,7006,7702,1930
"Pocillopora_acuta_HIv2___RNAseq.g2044.t1",3134,3998,3702,2883,4784,2436,3957,3210,3216,2966,1610
"Pocillopora_acuta_HIv2___TS.g24211.t1",1753,2318,1667,1651,2391,1862,2154,2537,2206,1723,501
"Pocillopora_acuta_HIv2___TS.g20872.t1",2514,2975,2234,2280,3580,2376,3301,3567,2883,2566,864
"Pocillopora_acuta_HIv2___RNAseq.g14072.t1",349,350,439,398,323,292,291,287,377,305,157
"Pocillopora_acuta_HIv2___RNAseq.g6529.t1",150,104,381,327,211,243,147,146,236,194,177
"Pocillopora_acuta_HIv2___RNAseq.g26133.t1",93,85,60,40,68,24,109,83,81,77,4
"Pocillopora_acuta_HIv2___RNAseq.g8465.t1",91,106,122,117,94,148,31,84,115,48,39
"Pocillopora_acuta_HIv2___RNAseq.g4067.t1",512,872,849,759,836,698,698,648,579,608,319
"Pocillopora_acuta_HIv2___RNAseq.g15318.t1",136,127,111,141,85,162,74,81,107,121,69
"Pocillopora_acuta_HIv2___RNAseq.g29605.t1",83,71,107,122,162,112,123,124,104,138,79
"Pocillopora_acuta_HIv2___RNAseq.g30197.t1",139,90,72,84,97,119,91,129,167,111,58
"Pocillopora_acuta_HIv2___RNAseq.g28729.t1",805,565,919,896,525,732,542,568,1186,662,210
"Pocillopora_acuta_HIv2___TS.g27071.t1",377,531,747,506,485,379,556,423,471,369,85
"Pocillopora_acuta_HIv2___RNAseq.g14121.t1",234,313,196,206,204,283,223,274,198,236,92
"Pocillopora_acuta_HIv2___RNAseq.g7182.t1",887,1403,3840,2830,1437,1341,2093,1163,1409,1502,876
"Pocillopora_acuta_HIv2___RNAseq.6160_t",598,482,328,394,435,434,583,521,595,564,120
"Pocillopora_acuta_HIv2___RNAseq.g29293.t1",617,506,726,711,772,552,684,640,574,637,406
"Pocillopora_acuta_HIv2___RNAseq.g4065.t1",53,58,8,16,52,43,42,50,15,36,21
"Pocillopora_acuta_HIv2___RNAseq.g13623.t1",335,260,240,239,328,243,217,301,329,254,143
"Pocillopora_acuta_HIv2___TS.g14858.t1",118,146,188,123,126,125,89,95,112,85,73
"Pocillopora_acuta_HIv2___RNAseq.g8835.t1",16,35,27,14,37,9,30,22,36,16,4
"Pocillopora_acuta_HIv2___RNAseq.g9929.t1",87,126,91,85,142,116,134,134,76,115,53
"Pocillopora_acuta_HIv2___RNAseq.g14123.t1",853,1077,881,839,884,1189,1049,917,1062,949,198
"Pocillopora_acuta_HIv2___RNAseq.g3311.t3",1880,1572,4525,3325,2368,2988,2328,1581,3160,3243,665
"Pocillopora_acuta_HIv2___TS.g26697.t1b",210,274,403,346,288,276,257,215,194,252,120
"Pocillopora_acuta_HIv2___RNAseq.g7643.t1",120,386,135,86,111,239,436,253,210,161,125
"Pocillopora_acuta_HIv2___RNAseq.g20814.t1",2104,2062,2836,2170,3041,2133,2689,2411,3111,2792,425
"Pocillopora_acuta_HIv2___RNAseq.g21968.t1",50,67,15,40,59,54,53,41,55,25,116
"Pocillopora_acuta_HIv2___RNAseq.g12818.t1",574,704,420,398,702,528,437,576,510,563,208
"Pocillopora_acuta_HIv2___RNAseq.g289.t1",14,12,8,4,9,9,19,12,14,11,13
"Pocillopora_acuta_HIv2___RNAseq.g10436.t1",18,17,23,25,15,0,15,20,26,25,10
"Pocillopora_acuta_HIv2___TS.g31570.t1",7,11,16,7,12,5,16,8,13,14,30
"Pocillopora_acuta_HIv2___RNAseq.g28390.t1",612,600,391,468,667,897,576,584,740,517,335
"Pocillopora_acuta_HIv2___RNAseq.g25137.t1",706,834,780,747,887,709,1008,828,747,803,579
"Pocillopora_acuta_HIv2___RNAseq.g14915.t1",2871,4673,13230,11222,4638,6112,4827,3422,4836,4610,8321
"Pocillopora_acuta_HIv2___TS.g5836.t1",93,38,1139,658,70,301,148,48,165,267,5
"Pocillopora_acuta_HIv2___TS.g3761.t1a",53,66,94,76,61,71,134,62,136,94,36
"Pocillopora_acuta_HIv2___RNAseq.g11930.t1",69,66,111,87,108,70,41,79,59,123,33
"Pocillopora_acuta_HIv2___RNAseq.g30306.t1",205,256,199,214,236,227,308,245,235,201,76
"Pocillopora_acuta_HIv2___TS.g11282.t1",142,281,59,122,117,326,299,231,207,246,25
"Pocillopora_acuta_HIv2___RNAseq.g11125.t1",581,13086,1562,2563,8674,6775,2740,6020,1472,2062,327
"Pocillopora_acuta_HIv2___RNAseq.g20557.t1",44,58,31,6,50,59,64,30,61,52,47
"Pocillopora_acuta_HIv2___RNAseq.g5750.t1",230,121,20,43,110,97,199,95,266,165,77
"Pocillopora_acuta_HIv2___TS.g19463.t1",488,843,1670,1258,987,804,867,613,496,935,433
"Pocillopora_acuta_HIv2___TS.g15122.t3",2711,2658,3283,2925,3134,2568,3096,2426,2701,2666,1336
"Pocillopora_acuta_HIv2___RNAseq.g29147.t1",325,380,168,312,415,351,286,360,357,356,156
"Pocillopora_acuta_HIv2___RNAseq.g13741.t1",11,15,18,13,10,5,14,10,8,19,3
"Pocillopora_acuta_HIv2___RNAseq.g765.t1b",27,49,36,31,17,20,46,52,63,39,49
"Pocillopora_acuta_HIv2___TS.g2265.t2",451,346,162,237,361,418,433,574,525,479,70
"Pocillopora_acuta_HIv2___TS.g29531.t1",871,931,1404,1752,948,1128,1073,1066,1057,1086,1722
"Pocillopora_acuta_HIv2___RNAseq.g18139.t1",268,285,377,345,323,272,383,243,298,338,144
"Pocillopora_acuta_HIv2___RNAseq.g14917.t1",9187,11977,7348,8427,13083,8275,11589,10105,8644,9020,4668
"Pocillopora_acuta_HIv2___RNAseq.g29308.t1",47,30,35,45,29,25,35,29,27,21,36
"Pocillopora_acuta_HIv2___TS.g6731.t1",57,31,7,48,133,52,21,293,174,15,19
"Pocillopora_acuta_HIv2___RNAseq.24041_t",443,496,478,992,770,687,805,436,340,1163,90
"Pocillopora_acuta_HIv2___RNAseq.g22087.t1",542,606,307,394,590,569,490,434,489,462,305
"Pocillopora_acuta_HIv2___RNAseq.g25677.t1a",69,3346,132,415,1844,1556,68,874,150,192,64
"Pocillopora_acuta_HIv2___RNAseq.g30604.t1",130,142,396,326,183,127,178,59,113,128,69
"Pocillopora_acuta_HIv2___RNAseq.g5475.t1",4,15,646,586,16,160,66,16,12,80,0
"Pocillopora_acuta_HIv2___RNAseq.g27131.t1",750,973,1144,882,993,829,970,760,950,770,405
"Pocillopora_acuta_HIv2___TS.g25031.t1",839,975,1213,1103,1300,816,1013,740,986,978,710
"Pocillopora_acuta_HIv2___RNAseq.g20463.t2",643,948,1069,927,749,662,868,957,844,778,170
"Pocillopora_acuta_HIv2___RNAseq.g29607.t1",1017,1386,1570,1306,1422,1310,1363,1474,1287,1266,570
"Pocillopora_acuta_HIv2___RNAseq.g20344.t1",163,176,40,106,203,199,309,236,297,195,157
"Pocillopora_acuta_HIv2___RNAseq.g29253.t1",9,7,17,24,22,10,23,27,18,39,19
"Pocillopora_acuta_HIv2___RNAseq.g19796.t1",1338,1075,1292,2307,1106,1524,1745,845,1408,1488,497
"Pocillopora_acuta_HIv2___RNAseq.g20862.t1",69,55,60,35,83,41,56,57,140,63,33
"Pocillopora_acuta_HIv2___RNAseq.g13937.t1",203,182,255,202,245,198,207,201,146,192,102
"Pocillopora_acuta_HIv2___RNAseq.g15287.t1",2350,3421,1788,2030,2592,2551,3054,2772,2657,2569,556
"Pocillopora_acuta_HIv2___RNAseq.g22085.t1",495,712,820,634,603,639,510,492,478,595,166
"Pocillopora_acuta_HIv2___RNAseq.g30946.t1",18,60,36,18,69,15,44,61,56,59,25
"Pocillopora_acuta_HIv2___RNAseq.g14108.t1",272,293,248,200,333,168,245,287,196,254,37
"Pocillopora_acuta_HIv2___RNAseq.g659.t1",61,25,24,18,44,38,55,66,23,33,12
"Pocillopora_acuta_HIv2___TS.g23860.t1",5053,7012,4283,4395,6445,4615,9654,5531,4718,5157,1409
"Pocillopora_acuta_HIv2___RNAseq.g25840.t1",13,18,119,49,34,59,86,9,19,40,0
"Pocillopora_acuta_HIv2___RNAseq.g20690.t1",155,109,91,103,174,124,97,131,153,181,56
"Pocillopora_acuta_HIv2___TS.g22577.t1b",9370,14238,6302,6735,13741,8817,12335,16135,11092,10397,1745
"Pocillopora_acuta_HIv2___TS.g3301.t1",267,263,6,6,325,121,263,207,197,261,111
"Pocillopora_acuta_HIv2___TS.g9447.t1",72,20,0,5,51,8,46,50,85,58,15
"Pocillopora_acuta_HIv2___RNAseq.g1216.t1",79,127,89,121,99,107,107,97,142,137,17
"Pocillopora_acuta_HIv2___RNAseq.g13065.t1",12,27,7,0,23,14,49,26,31,24,2
"Pocillopora_acuta_HIv2___RNAseq.g3313.t1",26,35,27,22,31,26,162,32,27,82,11
"Pocillopora_acuta_HIv2___RNAseq.g30525.t1",41,47,110,66,51,42,48,35,32,52,57
"Pocillopora_acuta_HIv2___TS.g19100.t1",22,20,27,18,21,31,43,27,24,28,3
"Pocillopora_acuta_HIv2___TS.g17699.t2",201,231,16,3,311,69,207,134,204,135,235
"Pocillopora_acuta_HIv2___RNAseq.g16076.t1",929,1248,1662,1912,1349,1068,1144,1220,959,1082,688
"Pocillopora_acuta_HIv2___TS.g14919.t1",103,158,34,60,118,80,90,136,177,99,59
"Pocillopora_acuta_HIv2___RNAseq.g27713.t1",10,20,11,29,6,25,10,8,30,19,37
"Pocillopora_acuta_HIv2___RNAseq.g8934.t1",460,467,463,493,452,444,488,362,378,388,252
"Pocillopora_acuta_HIv2___RNAseq.g22897.t1",920,1031,5346,3177,1515,1431,1783,1049,1362,1341,381
"Pocillopora_acuta_HIv2___RNAseq.g18741.t1",177,113,51,48,134,34,165,77,130,120,128
"Pocillopora_acuta_HIv2___RNAseq.g20501.t1",31,66,46,41,40,43,45,41,43,39,69
"Pocillopora_acuta_HIv2___TS.g25911.t1b",34,17,43,12,25,16,36,27,32,16,14
"Pocillopora_acuta_HIv2___TS.g9507.t1",83,67,0,0,137,17,45,101,70,70,32
"Pocillopora_acuta_HIv2___TS.g15223.t1",96,187,185,156,290,114,203,102,75,271,39
"Pocillopora_acuta_HIv2___RNAseq.g21322.t1",32,24,0,21,29,36,298,24,0,33,14
"Pocillopora_acuta_HIv2___RNAseq.g18743.t1",1249,1576,1451,1285,1435,1385,1537,1592,1202,1225,304
"Pocillopora_acuta_HIv2___RNAseq.g30304.t2",7896,8592,720,623,8048,2427,11974,3719,5505,10743,2340
"Pocillopora_acuta_HIv2___RNAseq.g4843.t1",266,324,266,345,282,256,346,250,301,319,204
"Pocillopora_acuta_HIv2___RNAseq.g11803.t1",218,592,185,299,534,567,314,361,417,247,102
"Pocillopora_acuta_HIv2___RNAseq.g8936.t1",21,42,43,26,39,39,58,8,18,32,8
"Pocillopora_acuta_HIv2___RNAseq.g21320.t1",23,27,27,11,27,15,10,10,10,16,0
"Pocillopora_acuta_HIv2___RNAseq.g28571.t1",1594,2096,1549,1514,1661,1622,1349,1866,1608,1369,639
"Pocillopora_acuta_HIv2___RNAseq.g23588.t1",62,35,35,35,54,70,108,115,63,47,50
"Pocillopora_acuta_HIv2___RNAseq.g25107.t1",38,24,0,0,15,14,9,22,23,32,13
"Pocillopora_acuta_HIv2___TS.g4203.t1",76,37,105,100,51,50,45,40,48,42,24
"Pocillopora_acuta_HIv2___RNAseq.g25688.t1",42,66,23,23,105,40,85,59,67,40,10
"Pocillopora_acuta_HIv2___RNAseq.g27212.t1",302,420,1438,969,673,516,733,347,327,551,265
"Pocillopora_acuta_HIv2___RNAseq.g15572.t1",447,240,242,236,430,285,332,331,477,387,559
"Pocillopora_acuta_HIv2___RNAseq.g14110.t1",2077,2053,1877,2029,1836,1645,2114,1959,2201,1650,1674
"Pocillopora_acuta_HIv2___RNAseq.g3188.t1c",141,206,38,101,307,155,252,136,143,203,100
"Pocillopora_acuta_HIv2___RNAseq.g3188.t1a",77,132,56,111,181,76,220,142,74,172,33
"Pocillopora_acuta_HIv2___RNAseq.g18209.t1",918,864,965,799,992,740,1271,734,863,940,463
"Pocillopora_acuta_HIv2___RNAseq.g16124.t1",111,127,133,92,144,61,99,93,151,115,74
"Pocillopora_acuta_HIv2___RNAseq.g16169.t1",596,646,806,629,773,541,800,768,646,785,456
"Pocillopora_acuta_HIv2___RNAseq.g26394.t1",1726,2021,4712,2643,2841,1926,2743,2101,1556,2798,629
"Pocillopora_acuta_HIv2___RNAseq.g30984.t1",1107,1151,9821,5737,2097,3193,2639,1186,908,3789,340
"Pocillopora_acuta_HIv2___RNAseq.g29883.t3",60,40,31,14,30,29,33,21,52,18,36
"Pocillopora_acuta_HIv2___RNAseq.g3823.t1",656,748,2126,2056,750,1360,740,855,538,989,403
"Pocillopora_acuta_HIv2___RNAseq.g16934.t1",703,969,282,337,663,646,814,748,699,740,207
"Pocillopora_acuta_HIv2___RNAseq.g28569.t1",272,156,288,301,241,172,223,192,257,178,144
"Pocillopora_acuta_HIv2___RNAseq.g613.t1",111,147,181,327,111,300,69,90,49,75,83
"Pocillopora_acuta_HIv2___RNAseq.g2635.t1",410,402,342,342,334,366,435,463,379,443,51
"Pocillopora_acuta_HIv2___RNAseq.g4545.t1",84,108,113,112,167,85,124,94,140,108,48
"Pocillopora_acuta_HIv2___TS.g26586.t1a",407,437,565,424,428,489,414,441,427,451,107
"Pocillopora_acuta_HIv2___RNAseq.g24326.t1",80,107,199,174,100,95,143,18,121,133,14
"Pocillopora_acuta_HIv2___RNAseq.g18426.t1",240,200,202,216,262,204,200,258,177,246,53
"Pocillopora_acuta_HIv2___RNAseq.g15145.t1",561,708,820,870,633,744,674,591,737,621,536
"Pocillopora_acuta_HIv2___RNAseq.g8334.t1",5420,5157,6269,6473,4701,5405,4225,5129,4167,5726,2770
"Pocillopora_acuta_HIv2___RNAseq.g18658.t1",50,79,87,59,79,55,82,72,63,67,26
"Pocillopora_acuta_HIv2___RNAseq.g18739.t1",41,76,21,0,52,15,75,17,45,27,21
"Pocillopora_acuta_HIv2___RNAseq.g28892.t1",880,1128,1243,1005,1178,1158,1061,1105,1362,1011,420
"Pocillopora_acuta_HIv2___RNAseq.g18624.t1",2591,2217,6489,4728,3765,4320,3180,2632,3961,4486,1232
"Pocillopora_acuta_HIv2___RNAseq.g16005.t1",56,116,13,31,104,13,104,129,102,95,37
"Pocillopora_acuta_HIv2___RNAseq.g13230.t1",305,333,159,180,280,201,368,344,161,270,68
"Pocillopora_acuta_HIv2___RNAseq.g14112.t1",40,48,57,31,41,22,73,38,55,38,69
"Pocillopora_acuta_HIv2___RNAseq.g3193.t1",824,863,185,461,1046,538,1151,533,641,1052,498
"Pocillopora_acuta_HIv2___RNAseq.g4116.t1",1019,4655,483,358,3684,1100,2965,1236,897,1862,385
"Pocillopora_acuta_HIv2___RNAseq.g19669.t1",128,97,106,115,138,109,109,118,84,109,85
"Pocillopora_acuta_HIv2___RNAseq.g20702.t1",183,221,142,166,332,249,411,297,258,229,82
"Pocillopora_acuta_HIv2___RNAseq.g24045.t1",130,115,243,173,149,164,160,122,103,234,78
"Pocillopora_acuta_HIv2___RNAseq.g26228.t1",1534,1509,927,1049,1700,1206,1403,1191,1856,1531,728
"Pocillopora_acuta_HIv2___RNAseq.g24164.t1",985,647,540,503,221,971,244,557,916,332,674
"Pocillopora_acuta_HIv2___RNAseq.g7668.t1",2367,1320,1251,1530,1123,1878,952,861,4701,1150,1077
"Pocillopora_acuta_HIv2___RNAseq.g3191.t1",1354,1605,368,739,1613,1038,2094,1058,1139,2120,900
"Pocillopora_acuta_HIv2___RNAseq.g5921.t1",250,397,255,182,249,281,243,214,213,217,70
"Pocillopora_acuta_HIv2___RNAseq.g12698.t1",53,189,50,43,30,173,79,68,53,52,35
"Pocillopora_acuta_HIv2___RNAseq.g7459.t1",169,212,188,203,195,160,225,190,144,187,98
"Pocillopora_acuta_HIv2___RNAseq.g8005.t1",317,480,451,363,374,354,443,315,245,283,141
"Pocillopora_acuta_HIv2___RNAseq.g25128.t1",114,117,90,96,111,126,122,141,119,131,24
"Pocillopora_acuta_HIv2___RNAseq.g2329.t1",675,626,551,743,766,655,742,657,769,787,440
"Pocillopora_acuta_HIv2___TS.g3367.t1a",46,27,5,11,30,13,38,23,64,13,28
"Pocillopora_acuta_HIv2___TS.g3367.t1b",46,18,35,0,26,12,38,13,58,20,15
"Pocillopora_acuta_HIv2___RNAseq.g27681.t1b",2693,2632,217,332,2862,974,2888,1962,2875,1866,1806
"Pocillopora_acuta_HIv2___RNAseq.g27681.t1c",45,16,1,1,24,6,50,14,32,35,9
"Pocillopora_acuta_HIv2___RNAseq.g30026.t2",294,299,263,193,325,250,365,178,262,305,121
"Pocillopora_acuta_HIv2___RNAseq.g27681.t1d",241,92,5,8,130,37,271,97,185,173,76
"Pocillopora_acuta_HIv2___RNAseq.g20700.t1",322,312,476,390,434,245,341,311,327,393,239
"Pocillopora_acuta_HIv2___RNAseq.g27591.t1",1182,1240,1356,1594,1219,1163,1040,1156,1064,1002,1263
"Pocillopora_acuta_HIv2___RNAseq.g31034.t1",25,45,49,17,50,10,21,31,26,37,2
"Pocillopora_acuta_HIv2___TS.g11680.t1",789,2616,34,64,74,2249,72,213,1322,946,929
"Pocillopora_acuta_HIv2___RNAseq.g14032.t1",38,25,141,34,46,55,113,49,53,69,10
"Pocillopora_acuta_HIv2___TS.g10019.t2",45,59,157,148,152,73,76,81,104,121,90
"Pocillopora_acuta_HIv2___RNAseq.g1676.t1",189,162,930,483,240,280,445,156,288,310,64
"Pocillopora_acuta_HIv2___TS.g26950.t1",2016,2459,2606,2136,2136,2854,2117,2436,2752,2101,636
"Pocillopora_acuta_HIv2___TS.g15734.t1",65,39,751,517,88,196,146,65,22,186,22
"Pocillopora_acuta_HIv2___RNAseq.g7813.t1",782,951,615,480,1037,580,883,595,898,697,280
"Pocillopora_acuta_HIv2___RNAseq.g30755.t1",1034,1114,853,817,1141,893,1096,1092,861,1102,345
"Pocillopora_acuta_HIv2___TS.g16289.t1",6,6,9,8,10,8,8,8,16,7,3
"Pocillopora_acuta_HIv2___RNAseq.g18126.t1",79,84,154,209,71,80,102,115,68,113,11
"Pocillopora_acuta_HIv2___TS.g28611.t1c",505,517,1176,1073,616,646,1034,596,498,771,210
"Pocillopora_acuta_HIv2___RNAseq.g14030.t1",46,43,17,29,203,13,63,49,79,112,7
"Pocillopora_acuta_HIv2___TS.g28611.t1a",574,510,678,807,448,533,601,514,472,583,233
"Pocillopora_acuta_HIv2___RNAseq.g18380.t1",76,248,44,34,32,286,170,182,108,99,90
"Pocillopora_acuta_HIv2___RNAseq.g17822.t1",37,23,50,17,48,32,25,20,26,11,41
"Pocillopora_acuta_HIv2___RNAseq.g24645.t1",284,406,134,91,484,285,554,245,267,350,67
"Pocillopora_acuta_HIv2___RNAseq.g609.t2",179,272,181,112,120,347,111,218,230,156,73
"Pocillopora_acuta_HIv2___TS.g30077.t1",399,470,1607,958,508,501,850,312,451,418,371
"Pocillopora_acuta_HIv2___RNAseq.g3018.t1",717,908,619,529,779,758,842,803,723,650,194
"Pocillopora_acuta_HIv2___RNAseq.g10827.t1",21,7,21,14,30,13,23,21,25,17,16
"Pocillopora_acuta_HIv2___TS.g8504.t1",56,156,93,72,108,32,87,59,69,50,22
"Pocillopora_acuta_HIv2___RNAseq.g18410.t1",198,128,183,142,190,125,143,115,205,112,92
"Pocillopora_acuta_HIv2___RNAseq.g13213.t1",493,493,268,249,482,324,380,432,499,363,135
"Pocillopora_acuta_HIv2___RNAseq.g920.t1",14,13,19,13,18,6,15,7,27,17,0
"Pocillopora_acuta_HIv2___RNAseq.g13583.t1",247,174,1590,1407,260,565,454,222,230,451,87
"Pocillopora_acuta_HIv2___RNAseq.g27486.t1",1649,1824,2185,2113,2289,1815,2342,2229,1818,1884,780
"Pocillopora_acuta_HIv2___TS.g29038.t1",947,645,517,417,874,719,719,928,1158,846,3205
"Pocillopora_acuta_HIv2___RNAseq.g26341.t1",275,303,299,336,275,249,321,311,331,325,50
"Pocillopora_acuta_HIv2___TS.g9764.t2",1116,1628,3859,2487,1419,2022,1968,1450,1686,1810,329
"Pocillopora_acuta_HIv2___RNAseq.g1742.t1",1643,1591,1953,1854,1629,1431,1552,1659,1609,1643,599
"Pocillopora_acuta_HIv2___TS.g13446.t2",15,32,90,82,43,33,31,19,22,42,16
"Pocillopora_acuta_HIv2___RNAseq.g13534.t1",6,21,13,9,22,14,12,8,23,10,0
"Pocillopora_acuta_HIv2___RNAseq.g12852.t1",56,66,23,18,81,41,99,37,67,95,28
"Pocillopora_acuta_HIv2___TS.g3670.t2",5456,7626,5458,5803,7514,6491,6592,7277,6401,6385,1880
